company,year,sent_id,sentence,maintenance_and_repair,spare_parts_support,leasing_and_rental,warranty_and_insurance,installation_and_commissioning,technical_support,customization_and_r&d_services,distribution_and_procurement,training_and_consulting,solutions_system_integration,digital_and_streaming_services,performance_based_contracts,recycling_and_process_management
300328,2024,913,在购买日，取得的被购买方的资产、负债及或有负 债按公允价值确认,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,914,对合并成本大于合并中取得的被购买方可辨认净资产公允价值份额的差额，确认为商誉，按成本 扣除累计减值准备进行后续计量,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,915,对合并成本小于合并中取得的被购买方可辨认净资产公允价值份额的 差额，经复核后计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,916,通过多次交易分步实现非同一控制下的企业合并 合并成本为购买日支付的对价与购买日之前已经持有的被购买方的股权在购买日的公允价值之和,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,917,对于购买日之前已经持有的被购买方的股权，按照该股权在购买日的公允价值进行重新计量，公允价值 与其账面价值之间的差额计入当期投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,918,购买日之前已经持有的被购买方的股权涉及其他综合收益、 其他所有者权益变动转为购买日当期收益，由于被投资方重新计量设定受益计划净负债或净资产变动而 119 东莞宜安科技股份有限公司 2024 年年度报告全文 产生的其他综合收益以及原指定为以公允价值计量且其变动计入其他综合收益的非交易性权益工具投资 相关的其他综合收益除外,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,919,3、企业合并中有关交易费用的处理 为进行企业合并发生的审计、法律服务、评估咨询等中介费用以及其他相关管理费用，于发生时 计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,920,作为合并对价发行的权益性证券或债务性证券的交易费用，计入权益性证券或债务性证 券的初始确认金额,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,921,7、控制的判断标准和合并财务报表的编制方法 1、控制的判断标准 合并财务报表的合并范围以控制为基础予以确定,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,922,控制，是指本公司拥有对被投资单位的权力， 通过参与被投资单位的相关活动而享有可变回报，并且有能力运用对被投资单位的权力影响其回报金额,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,923,当相关事实和情况的变化导致对控制定义所涉及的相关要素发生变化时，本公司将进行重新评估,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,924,在判断是否将结构化主体纳入合并范围时，本公司综合所有事实和情况，包括评估结构化主体设 立目的和设计、识别可变回报的类型、通过参与其相关活动是否承担了部分或全部的回报可变性等的基 础上评估是否控制该结构化主体,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,925,2、合并财务报表的编制方法 合并财务报表以本公司和子公司的财务报表为基础，根据其他有关资料，由本公司编制,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,926,在编制 合并财务报表时，本公司和子公司的会计政策和会计期间要求保持一致，公司间的重大交易和往来余额 予以抵销,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,927,在报告期内因同一控制下企业合并增加的子公司以及业务，视同该子公司以及业务自同受最终控 制方控制之日起纳入本公司的合并范围，将其自同受最终控制方控制之日起的经营成果、现金流量分别 纳入合并利润表、合并现金流量表中,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,928,在报告期内因非同一控制下企业合并增加的子公司以及业务，将该子公司以及业务自购买日至报 告期末的收入、费用、利润纳入合并利润表，将其现金流量纳入合并现金流量表,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,929,子公司的股东权益中不属于本公司所拥有的部分，作为少数股东权益在合并资产负债表中股东权 益项下单独列示,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,930,子公司当期净损益中属于少数股东权益的份额，在合并利润表中净利润项目下以“少 数股东损益”项目列示,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,931,少数股东分担的子公司的亏损超过了少数股东在该子公司期初所有者权益中所 享有的份额，其余额仍冲减少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,932,3、购买子公司少数股东股权 120 东莞宜安科技股份有限公司 2024 年年度报告全文 因购买少数股权新取得的长期股权投资成本与按照新增持股比例计算应享有子公司自购买日或合 并日开始持续计算的净资产份额之间的差额，以及在不丧失控制权的情况下因部分处置对子公司的股权 投资而取得的处置价款与处置长期股权投资相对应享有子公司自购买日或合并日开始持续计算的净资产 份额之间的差额，均调整合并资产负债表中的资本公积股本溢价，资本公积不足冲减的，调整留存收益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,933,4、丧失子公司控制权的处理 因处置部分股权投资或其他原因丧失了对原有子公司控制权的，剩余股权按照其在丧失控制权日 的公允价值进行重新计量,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,934,处置股权取得的对价与剩余股权公允价值之和，减去按原持股比例计算应享 有原有子公司自购买日开始持续计算的净资产账面价值的份额与商誉之和，形成的差额计入丧失控制权 当期的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,935,与原有子公司的股权投资相关的其他综合收益应当在丧失控制权时采用与原有子公司直接处置相 关资产或负债相同的基础进行会计处理，与原有子公司相关的涉及权益法核算下的其他所有者权益变动 应当在丧失控制权时转入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,936,8、合营安排分类及共同经营会计处理方法 合营安排，是指一项由两个或两个以上的参与方共同控制的安排,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,937,本公司合营安排分为共同经营 和合营企业,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,938,1、共同经营 共同经营是指本公司享有该安排相关资产且承担该安排相关负债的合营安排,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,939,本公司确认与共同经营中利益份额相关的下列项目，并按照相关企业会计准则的规定进行会计处 理： （1）确认单独所持有的资产，以及按其份额确认共同持有的资产,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,940,（2）确认单独所承担的负债，以及按其份额确认共同承担的负债,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,941,（3）确认出售其享有的共同经营产出份额所产生的收入,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,942,（4）按其份额确认共同经营因出售产出所产生的收入,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,943,（5）确认单独所发生的费用，以及按其份额确认共同经营发生的费用,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,944,2、合营企业 合营企业是指本公司仅对该安排的净资产享有权利的合营安排,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,945,本公司按照长期股权投资有关权益法核算的规定对合营企业的投资进行会计处理,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,946,121 东莞宜安科技股份有限公司 2024 年年度报告全文 9、现金及现金等价物的确定标准 现金是指库存现金以及可以随时用于支付的存款,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,947,现金等价物，是指本公司持有的期限短（一般 是指从购买日起三个月内到期）、流动性强、易于转换为已知金额现金、价值变动风险很小的投资,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,948,10、外币业务和外币报表折算 1、外币业务 本公司发生外币业务，按交易发生日的即期汇率折算为记账本位币金额,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,949,资产负债表日，对外币货币性项目，采用资产负债表日即期汇率折算,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,950,因资产负债表日即期汇率 与初始确认时或者前一资产负债表日即期汇率不同而产生的汇兑差额，计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,951,对以历史成本计 量的外币非货币性项目，仍采用交易发生日的即期汇率折算,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,952,对以公允价值计量的外币非货币性项目， 采用公允价值确定日的即期汇率折算，折算后的记账本位币金额与原记账本位币金额的差额，根据非货 币性项目的性质计入当期损益或其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,953,2、外币财务报表的折算 资产负债表日，对境外子公司外币财务报表进行折算时，资产负债表中的资产和负债项目，采用 资产负债表日的即期汇率折算，股东权益项目除“未分配利润”外，其他项目采用发生日的即期汇率折 算,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,954,利润表中的收入和费用项目，采用交易发生日的即期汇率折算,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,955,现金流量表所有项目均按照现金流量发生日的即期汇率折算,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,956,汇率变动对现金的影响额作为调节 项目，在现金流量表中单独列示“汇率变动对现金及现金等价物的影响”项目反映,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,957,由于财务报表折算而产生的差额，在资产负债表股东权益项目下的“其他综合收益”项目反映,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,958,11、金融工具 金融工具是指形成一方的金融资产，并形成其他方的金融负债或权益工具的合同,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,959,1、金融工具的确认和终止确认 本公司于成为金融工具合同的一方时确认一项金融资产或金融负债,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,960,金融资产满足下列条件之一的，终止确认： （1）收取该金融资产现金流量的合同权利终止,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,961,（2）该金融资产已转移，且符合下述金融资产转移的终止确认条件,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,962,122 东莞宜安科技股份有限公司 2024 年年度报告全文 金融负债的现时义务全部或部分已经解除的，终止确认该金融负债或其一部分,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,963,本公司（债务人） 与债权人之间签订协议，以承担新金融负债方式替换现存金融负债，且新金融负债与现存金融负债的合 同条款实质上不同的，终止确认现存金融负债，并同时确认新金融负债,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,964,以常规方式买卖金融资产，按交易日进行会计确认和终止确认,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,965,2、金融资产分类和计量 本公司在初始确认时根据管理金融资产的业务模式和金融资产的合同现金流量特征，将金融资产 分为以下三类：以摊余成本计量的金融资产、以公允价值计量且其变动计入其他综合收益的金融资产、 以公允价值计量且其变动计入当期损益的金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,966,金融资产在初始确认时以公允价值计量,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,967,对于以公允价值计量且其变动计入当期损益的金融资产， 相关交易费用直接计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,968,对于其他类别的金融资产，相关交易费用计入初始确认金额,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,969,因销售 产品或提供劳务而产生的、未包含或不考虑重大融资成分的应收款项，本公司按照预期有权收取的对价 金额作为初始确认金额,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,970,（1）以摊余成本计量的金融资产 本公司将同时符合下列条件且未被指定为以公允价值计量且其变动计入当期损益的金融资产，分 类为以摊余成本计量的金融资产： ①本公司管理该金融资产的业务模式是以收取合同现金流量为目标,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,971,②该金融资产的合同条款规定，在特定日期产生的现金流量，仅为对本金和以未偿付本金金额为 基础的利息的支付,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,972,初始确认后，对于该类金融资产采用实际利率法以摊余成本计量,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,973,以摊余成本计量且不属于任何 套期关系的一部分的金融资产所产生的利得或损失，在终止确认、按照实际利率法摊销或确认减值时， 计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,974,（2）以公允价值计量且其变动计入其他综合收益的金融资产 本公司将同时符合下列条件且未被指定为以公允价值计量且其变动计入当期损益的金融资产，分 类为以公允价值计量且其变动计入其他综合收益的金融资产： ①本公司管理该金融资产的业务模式既以收取合同现金流量为目标又以出售该金融资产为目标,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,975,②该金融资产的合同条款规定，在特定日期产生的现金流量，仅为对本金和以未偿付本金金额为 基础的利息的支付,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,976,初始确认后，对于该类金融资产以公允价值进行后续计量,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,977,采用实际利率法计算的利息、减值损 失或利得及汇兑损益计入当期损益，其他利得或损失计入其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,978,终止确认时，将之前计入其他 综合收益的累计利得或损失从其他综合收益中转出，计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,979,123 东莞宜安科技股份有限公司 2024 年年度报告全文 （3）以公允价值计量且其变动计入当期损益的金融资产 除上述以摊余成本计量和以公允价值计量且其变动计入其他综合收益的金融资产外，本公司将其 余所有的金融资产分类为以公允价值计量且其变动计入当期损益的金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,980,在初始确认时，为消除或 显著减少会计错配，本公司将部分本应以摊余成本计量或以公允价值计量且其变动计入其他综合收益的 金融资产不可撤销地指定为以公允价值计量且其变动计入当期损益的金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,981,初始确认后，对于该类金融资产以公允价值进行后续计量，产生的利得或损失（包括利息和股利 收入）计入当期损益，除非该金融资产属于套期关系的一部分,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,982,但是，对于非交易性权益工具投资，本 公司在初始确认时将其不可撤销地指定为以公允价值计量且其变动计入其他综合收益的金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,983,该指 定在单项投资的基础上作出，且相关投资从发行方的角度符合权益工具的定义,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,984,初始确认后，对于该类金融资产以公允价值进行后续计量,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,985,满足条件的股利收入计入损益，其他 利得或损失及公允价值变动计入其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,986,终止确认时，将之前计入其他综合收益的累计利得或损 失从其他综合收益中转出，计入留存收益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,987,管理金融资产的业务模式，是指本公司如何管理金融资产以产生现金流量,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,988,业务模式决定本公司 所管理金融资产现金流量的来源是收取合同现金流量、出售金融资产还是两者兼有,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,989,本公司以客观事实 为依据、以关键管理人员决定的对金融资产进行管理的特定业务目标为基础，确定管理金融资产的业务 模式,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,990,本公司对金融资产的合同现金流量特征进行评估，以确定相关金融资产在特定日期产生的合同现 金流量是否仅为对本金和以未偿付本金金额为基础的利息的支付,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,991,其中，本金是指金融资产在初始确认 时的公允价值,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,992,利息包括对货币时间价值、与特定时期未偿付本金金额相关的信用风险、以及其他基本 借贷风险、成本和利润的对价,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,993,此外，本公司对可能导致金融资产合同现金流量的时间分布或金额发生 变更的合同条款进行评估，以确定其是否满足上述合同现金流量特征的要求,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,994,仅在本公司改变管理金融资产的业务模式时，所有受影响的相关金融资产在业务模式发生变更后 的首个报告期间的第一天进行重分类，否则金融资产在初始确认后不得进行重分类,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,995,金融资产在初始确认时以公允价值计量,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,996,对于以公允价值计量且其变动计入当期损益的金融资产， 相关交易费用直接计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,997,对于其他类别的金融资产，相关交易费用计入初始确认金额,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,998,因销售 产品或提供劳务而产生的、未包含或不考虑重大融资成分的应收账款，本公司按照预期有权收取的对价 金额作为初始确认金额,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,999,3、金融负债分类和计量 124 东莞宜安科技股份有限公司 2024 年年度报告全文 本公司的金融负债于初始确认时分类为：以公允价值计量且其变动计入当期损益的金融负债、以 摊余成本计量的金融负债,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1000,对于未划分为以公允价值计量且其变动计入当期损益的金融负债的，相关交 易费用计入其初始确认金额,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1001,（1）以公允价值计量且其变动计入当期损益的金融负债 以公允价值计量且其变动计入当期损益的金融负债，包括交易性金融负债和初始确认时指定为以 公允价值计量且其变动计入当期损益的金融负债,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1002,对于此类金融负债，按照公允价值进行后续计量，公 允价值变动形成的利得或损失以及与该等金融负债相关的股利和利息支出计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1003,（2）以摊余成本计量的金融负债 其他金融负债采用实际利率法，按摊余成本进行后续计量，终止确认或摊销产生的利得或损失计 入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1004,（3）金融负债与权益工具的区分 金融负债，是指符合下列条件之一的负债： ①向其他方交付现金或其他金融资产的合同义务,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1005,②在潜在不利条件下，与其他方交换金融资产或金融负债的合同义务,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1006,③将来须用或可用企业自身权益工具进行结算的非衍生工具合同，且企业根据该合同将交付可变 数量的自身权益工具,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1007,④将来须用或可用企业自身权益工具进行结算的衍生工具合同，但以固定数量的自身权益工具交 换固定金额的现金或其他金融资产的衍生工具合同除外,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1008,权益工具，是指能证明拥有某个企业在扣除所有负债后的资产中剩余权益的合同,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1009,如果本公司不能无条件地避免以交付现金或其他金融资产来履行一项合同义务，则该合同义务符 合金融负债的定义,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1010,如果一项金融工具须用或可用本公司自身权益工具进行结算，需要考虑用于结算该工具的本公司 自身权益工具，是作为现金或其他金融资产的替代品，还是为了使该工具持有方享有在发行方扣除所有 负债后的资产中的剩余权益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1011,如果是前者，该工具是本公司的金融负债,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1012,如果是后者，该工具是本公司 的权益工具,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1013,5、金融工具的公允价值 金融资产和金融负债的公允价值确定方法见附注三、（十三）,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1014,6、金融工具减值 金融资产减值见附注三、（十二） 7、金融资产转移 125 东莞宜安科技股份有限公司 2024 年年度报告全文 金融资产转移，是指将金融资产让与或交付给该金融资产发行方以外的另一方（转入方）,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1015,本公司已将金融资产所有权上几乎所有的风险和报酬转移给转入方的，终止确认该金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1016,保 留了金融资产所有权上几乎所有的风险和报酬的，不终止确认该金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1017,本公司既没有转移也没有保留金融资产所有权上几乎所有的风险和报酬的，分别下列情况处理： 放弃了对该金融资产控制的，终止确认该金融资产并确认产生的资产和负债,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1018,未放弃对该金融资产控制 的，按照其继续涉入所转移金融资产的程度确认有关金融资产，并相应确认有关负债,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1019,8、金融资产和金融负债的抵销 当本公司具有抵销已确认金融资产和金融负债的法定权利，且目前可执行该种法定权利，同时本 公司计划以净额结算或同时变现该金融资产和清偿该金融负债时，金融资产和金融负债以相互抵销后的 金额在资产负债表内列示,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1020,除此以外，金融资产和金融负债在资产负债表内分别列示，不予相互抵销,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1021,12、应收票据 本集团对于《企业会计准则第 14 号——收入》所规定的、不含重大融资成分（包括根据该准则不 考虑不超过一年的合同中融资成分的情况）的应收款项，采用预期信用损失的简化模型，即始终按照整 个存续期内预期信用损失的金额计量其损失准备，由此形成的损失准备的增加或转回金额，作为减值损 失或利得计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1022,对于包含重大融资成分的应收票据，本集团选择采用预期信用损失的简化模型，即始终按照整个存 续期内预期信用损失的金额计量其损失准备,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1023,预期信用损失的简化模型：始终按照整个存续期内预期信用损失的金额计量其损失准备 本集团在计量应收票据预期信用损失时参照历史信用损失经验，并考虑前瞻性信息，使用信用损失 率对照表确定该应收票据组合的预期信用损失,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1024,本集团对银行承兑汇票不计提信用减值损失,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1025,本集团编制应收商业承兑汇票账龄信用损失率对照表 （如下表），以此为基础计算预期信用损失,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1026,账龄 1 年以内（含 1 年） 1 至 2 年（含 2 年） 2 至 3 年（含 3 年） 3 年以上 信用损失率 5% 20% 30% 100% 本集团对照表以此类应收票据预计存续期的历史违约损失率为基础，并根据前瞻性估计予以调整,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1027,在每个资产负债表日，本集团都将分析前瞻性估计的变动，并据此对历史违约损失率进行调整,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1028,13、应收账款 本集团对于《企业会计准则第 14 号——收入》所规定的、不含重大融资成分（包括根据该准则不 考虑不超过一年的合同中融资成分的情况）的应收款项，采用预期信用损失的简化模型，即始终按照整 126 东莞宜安科技股份有限公司 2024 年年度报告全文 个存续期内预期信用损失的金额计量其损失准备，由此形成的损失准备的增加或转回金额，作为减值损 失或利得计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1029,对于包含重大融资成分的应收款项，本集团选择采用预期信用损失的简化模型，即始终按照整个存 续期内预期信用损失的金额计量其损失准备,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1030,预期信用损失的简化模型：始终按照整个存续期内预期信用损失的金额计量其损失准备 本集团在计量应收款项预期信用损失时参照历史信用损失经验，并考虑前瞻性信息，使用信用损失 率对照表确定该应收账款组合的预期信用损失,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1031,1.单项金额重大并单独计提坏账准备的应收款项 本集团对于单独评估信用风险的应收款项，包括与对方存在争议或涉及诉讼、仲裁的应收款项、已 有明显迹象表明债务人很可能无法履行还款义务的应收款项等，单项计提坏账准备 2.按信用风险特征组合计提坏账准备的应收款项 除单独评估信用风险的应收款项外，本集团根据信用风险特征将其他应收款项划分为若干组合，在 组合基础上计算预期信用损失,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1032,信用风险特征组合的确定依据如下： 组合名称 确定组合的依据 组合 1（账龄组合） 除单项计提组合 2 和组合 3 之外的应收款项 组合 2（信用风险极低金融资产组合） 应收政府部门款项 组合 3（合并范围内关联方组合） 合并范围内且无明显减值迹象的应收关联方的款项 不同组合计量损失准备的计提方法： 组合名称 组合 1（账龄组合） 组合 2（信用风险极低金融资产组合） 组合 3（合并范围内关联方组合） 各组合预期信用损失率如下列示： 组合 1（账龄组合）： 计提方法 预期信用损失 预期信用损失 预期信用损失 账龄 应收账款计提比例(%) 1 年以内 1 至 2 年 5 20 127 东莞宜安科技股份有限公司 2024 年年度报告全文 账龄 应收账款计提比例(%) 2 至 3 年 3 年以上 30 100 组合 2（信用风险极低金融资产组合） 账龄 应收账款计提比例(%) 1 年以内 1 至 2 年 2 至 3 年 3 年以上 0 20 30 100 组合 3（合并范围内关联方组合） 账龄 应收账款计提比例(%) 1 年以内 1 至 2 年 2 至 3 年 3 年以上 14、应收款项融资 5 20 30 100 金融资产同时符合下列条件的，分类为以公允价值计量且其变动计入其他综合收益的金融资产：本 集团管理该金融资产的业务模式是既以收取合同现金流量为目标又以出售金融资产为目标,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1033,该金融资产 的合同条款规定，在特定日期产生的现金流量，仅为对本金和以未偿付本金金额为基础的利息的支付,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1034,本集团将持有的应收款项，以贴现或背书等形式转让，且该类业务较为频繁、涉及金额也较大的， 其管理业务模式实质为既收取合同现金流量又出售，按照金融工具准则的相关规定，将其分类至以公允 价值计量变动且其变动计入其他综合收益的金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1035,15、其他应收款 本集团对其他应收款按历史经验数据和前瞻性信息，确定预期信用损失,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1036,除了单项评估信用风险的 其他应收款外，基于其信用风险特征，将其划分为不同组合： 项目 确定组合的依据 128 东莞宜安科技股份有限公司 2024 年年度报告全文 项目 确定组合的依据 组合 1（押金、保证金组合） 组合 2（信用风险极低金融资产组 合） 日常经常活动中应收取的各类押金、代垫款、质保金等应收款 项,0,0,0,1,0,0,0,0,0,0,0,0,0
300328,2024,1037,应收政府部门款项 组合 3（合并范围内关联方组合） 合并范围内且无明显减值迹象的应收关联方的款项 组合 4（其他应收暂付款项） 除以上外的其他应收暂付款项 不同组合计量损失准备的计提方法： 项目 计提方法 组合 1（押金、保证金组合） 预期信用损失 组合 2（信用风险极低金融资产组 合） 预期信用损失 组合 3（合并范围内关联方组合） 预期信用损失 组合 4（其他应收暂付款项） 预期信用损失 各组合预期信用损失率如下列示： 组合 1（押金、保证金组合）、组合 2（信用风险极低金融资产组合）和组合 3（合并范围内关联 方组合）预期信用损失率依据预计收回时间及资金时间价值确定,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1038,组合 4（其他应收暂付款项）比照应收账款账龄组合的预期信用损失率确定,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1039,信用损失准备的增加或转回金额，作为减值损失或利得计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1040,16、合同资产 1.合同资产的确认方法及标准 本集团根据履行履约义务与客户付款之间的关系在资产负债表中列示合同资产或合同负债,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1041,本集团 已向客户转让商品或提供服务而有权收取的对价（除应收款项）列示为合同资产,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1042,2.合同资产预期信用损失的确定方法及会计处理方法 对于不包含重大融资成分的合同资产，本集团采用预期信用损失的简化模型，即始终按照相当于整 个存续期内预期信用损失的金额计量其损失准备，由此形成的损失准备的增加或转回金额，作为减值损 失或利得计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1043,对于包含重大融资成分的合同资产，本集团选择采用预期信用损失的简化模型，即始终按照相当于 整个存续期内预期信用损失的金额计量其损失准备，由此形成的损失准备的增加或转回金额，作为减值 损失或利得计入当期损益,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1044,129 东莞宜安科技股份有限公司 2024 年年度报告全文 17、存货 1、存货的分类 存货包括在日常活动中持有以备出售的产成品或商品、处在生产过程中的在产品、在生产过程或 提供劳务过程中耗用的材料和物料等,0,0,0,0,0,0,0,0,0,0,0,0,0
300328,2024,1045,2、发出存货的计价方法 存货取得时按实际成本核算,0,0,0,0,0,0,0,0,0,0,0,0,0
